Value
13.75
14.6875
14.6875
14.6875
14.375
13.4375
13.125
12.8125
12.8125
12.8125
13.125
13.125
13.125
13.4375
13.4375
13.4375
13.4375
13.125
13.125
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.75
13.75
13.75
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.125
13.125
13.125
12.8125
13.125
13.4375
13.4375
13.75
13.75
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.4375
13.125
13.4375
11.875
10.625
18.75
33.4375
17.5
14.0625
38.75
41.875
38.4375
9.0625
15.625
35
30
11.25
17.8125
20
18.4375
11.25
8.4375
10.3125
10.3125
15.5
20.9375
10.9375
15.3125
15
19.6875
20.9375
21.875
13.4375
9.6875
17.8125
14.6875
18.75
21.5625
18.125
15.625
15.625
14.0625
13.75
9.0625
12.5
16.25
17.1875
21.25
21
20.625
16.5625
16.875
12.8125
20.625
20.625
28.4375
20
28.75
20.625
15.9375
15.625
19.6875
10.3125
9.0625
19.375
15.625
18.4375
8.4375
11.875
14.6875
13.125
15
12.1875
14.5
16.875
20
17.1875
15.625
15.9375
15.3125
26.875
12.1875
13.75
20
13.75
22.5
21.25
26.25
24.375
25.9375
16.5625
15
26.5625
18.4375
18.75
16.25
16.25
21.25
18
15
13.125
20
15
11.5625
15.625
13.4375
18.125
21.5625
20.3125
28.75
21.5625
16.25
18.75
17.1875
10.3125
17.5
17.8125
20
14.6875
23.125
26.25
18.125
15.625
14.8
14.0625
12.1875
17.5
18.75
14.375
16.875
11.5625
20.9375
23.75
21.5625
24.0625
9.375
19.6875
21.25
22.5
16.875
40
37.1875
30.9375
14.6875
30.9375
35.625
14.6875
13.125
20
25.625
14.375
21.875
20.3125
24.0625
23.75
20.625
18.4375
16.5625
18.4375
25
26.25
27.5
24.6875
22.1875
25.3125
28.125
16.5625
24.0625
20.3125
21.5625
19.375
15
16.5625
22.8125
21.25
17.5
14.0625
23.125
37.5
25.625
17.8125
40.3125
39.0625
20.9375
33.125
29.375
11.875
25.625
40
43.4375
25
13.4375
14.6875
38.4375
13.125
19.6875
38.75
42.1875
29.375
10.625
30.9375
40
62.1875
13.125
28.125
32
35.625
39.375
32.1875
15.3125
48.75
17.8125
22.1875
36.25
44.0625
37.1875
16.5625
45.3125
39.375
39.375
34.375
23.4375
39.0625
28.75
17.8125
40.625
38.4375
26.5625
38.4375
45
26.875
10.9375
25.3125
42.5
32.8125
18.125
47.8125
48.75
25.3125
23.4375
49.6875
22.5
27.1875
25.625
37.1875
29.375
23.125
26
29.6875
25.3125
15
19.0625
17.5
10.9375
23.75
21.875
12.8125
16.5625
14.375
22.8125
20.3125
12.8125
16.5625
17.8125
20.9375
17.8125
12.8125
8.4375
15.9375
10.9375
23.125
19.6875
13.125
11.875
19.0625
8.75
13.75
19.0625
12.8125
11.875
15.3125
12.8125
12.1875
12.1875
11.5625
7.8125
12.8125
13.75
10
14.0625
12.8125
8.4375
15.9375
13.75
12.8125
7.1875
10
12.1875
11.875
16.5625
21.5625
11.25
15.625
17.5
10.3125
17.5
14.6875
17.5
11.875
12.1875
12.8125
11.25
7.8125
12.8125
8.125
5.9375
15.625
17.1875
11.25
7.1875
6.875
7
6.25
8.4375
11.875
13.125
15.625
11.875
10
12.5
13.4375
6.25
6.25
7.8125
6.25
7.1875
8.4375
12.1875
15
11.875
10.625
11.25
14.375
17.1875
19.375
16.875
17
17.5
12.8125
13.4375
12.5
17.5
13.125
17.5
13.75
13.125
15.3125
32.5
35.3125
20.9375
20
25.9375
12.5
17.8125
17.8125
25
13.75
9.0625
9.6875
12.8125
20.625
20.8125
17.8125
20.3125
22.8125
16.875
22.5
40.3125
40.9375
13.4375
10.625
13.4375
12.5
5.625
5.9375
7.8125
7.8125
6.25
7.8125
9.0625
14.6875
11.25
10.3125
10.9375
10.625
15.3125
17
19.375
17.5
16.5625
12.8125
13.125
12.5
17.1875
15.625
14.0625
19.0625
12.5
17.5
37.8125
31.5625
20
25.9375
32.1875
20.9375
14.375
18.4375
23.125
11.25
9.0625
9.375
15
19.6875
19.0625
20
20.3125
14.6875
17.1875
40.625
37.1875
15
18.75
12.1875
13.4375
15.9375
34.0625
20.9375
20.625
31.875
25.3125
13.125
17.5
20
25.625
13.125
9.0625
13.4375
