Value
28.92857143
29.82142857
29.64285714
29.82142857
30.53571429
29.64285714
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
29.46428571
30.17857143
17.14285714
5.357142857
11.60714286
14.10714286
22.67857143
24.82142857
15.35714286
33.39285714
33.39285714
33.39285714
26.25
26.96428571
26.96428571
32.67857143
15.71428571
15.71428571
15.71428571
31.07142857
31.07142857
14.82142857
25.17857143
25.17857143
17.14285714
24.64285714
24.64285714
13.03571429
30.71428571
30.71428571
18.03571429
17.5
17.5
20
24.82142857
24.82142857
13.75
18.21428571
18.21428571
16.07142857
10.35714286
10.35714286
13.21428571
26.96428571
26.96428571
21.25
23.39285714
23.39285714
16.96428571
21.42857143
21.42857143
21.25
8.392857143
8.392857143
15.35714286
23.57142857
23.57142857
14.10714286
26.42857143
26.42857143
18.92857143
12.5
12.5
17.67857143
28.03571429
28.03571429
28.75
15.89285714
15.89285714
22.5
23.57142857
23.57142857
26.60714286
13.39285714
13.39285714
16.07142857
14.28571429
21.96428571
27.85714286
25
24.64285714
20.71428571
21.78571429
20.35714286
25.35714286
27.5
26.78571429
27.32142857
20.53571429
22.32142857
27.14285714
22.32142857
21.25
26.07142857
26.60714286
29.28571429
28.03571429
23.21428571
23.21428571
23.03571429
18.21428571
23.21428571
26.25
22.32142857
25.35714286
24.64285714
22.14285714
21.25
25.17857143
25.35714286
25.17857143
26.42857143
25.35714286
25.35714286
14.46428571
20.35714286
20.35714286
18.75
25
25.89285714
20.35714286
24.64285714
23.57142857
15.53571429
20.17857143
22.67857143
19.46428571
24.64285714
24.64285714
20.17857143
26.78571429
28.39285714
23.21428571
20.17857143
23.39285714
26.07142857
23.92857143
23.92857143
19.28571429
23.75
23.21428571
23.39285714
19.82142857
19.82142857
18.03571429
25.71428571
25
25
28.03571429
14.10714286
25.71428571
26.42857143
22.67857143
23.03571429
25
24.64285714
22.85714286
19.10714286
24.28571429
23.03571429
20.53571429
20.35714286
